"id_peserta","nama","nama_prodi","periode_tahun","periode_bulan","periode_tanggal","label_status_seleksi"
610,Vere Cainey,Kedokteran Umum,2020,6,1,Diterima
647,Pauline Hatch,Kedokteran Umum,2020,6,1,Diterima
672,Bibby Lackinton,Kedokteran Umum,2020,6,1,Diterima
673,Austine Hacard,Kedokteran Umum,2020,6,1,Diterima
678,Catha Gallgher,Kedokteran Umum,2020,6,1,Diterima
686,Elka Dumper,Kedokteran Umum,2020,6,1,Diterima
692,Windy Metzke,Kedokteran Umum,2020,6,1,Diterima
698,Jeanie Sager,Kedokteran Umum,2020,6,1,Diterima
707,Nikolai Polack,Kedokteran Umum,2020,6,1,Diterima
761,Townie Hadeke,Kedokteran Umum,2020,6,1,Diterima
796,Griffith Pinnijar,Kedokteran Umum,2020,6,1,Diterima
798,Stephie Gini,Kedokteran Umum,2020,6,1,Diterima
808,Antons McCurlye,Kedokteran Umum,2020,6,1,Diterima
811,Edouard Honack,Kedokteran Umum,2020,6,1,Diterima
825,Vernice Dudny,Kedokteran Umum,2020,6,1,Diterima
848,Claudetta Jayme,Kedokteran Umum,2020,6,1,Diterima
860,Norbie Felten,Kedokteran Umum,2020,6,1,Diterima
862,Garrot Eliaz,Kedokteran Umum,2020,6,1,Diterima
864,Pierrette Dowgill,Kedokteran Umum,2020,6,1,Diterima
886,Alex Quimby,Kedokteran Umum,2020,6,1,Diterima
903,Sherm Matis,Kedokteran Umum,2020,6,1,Diterima
915,Giraud Lipman,Kedokteran Umum,2020,6,1,Diterima
945,Robby Attwool,Kedokteran Umum,2020,6,1,Diterima
946,Rora Orring,Kedokteran Umum,2020,6,1,Diterima
949,Fenelia Blagden,Kedokteran Umum,2020,6,1,Diterima
957,Zedekiah Kislingbury,Kedokteran Umum,2020,6,1,Diterima
960,Quinton Gomes,Kedokteran Umum,2020,6,1,Diterima
975,Alexina Daltrey,Kedokteran Umum,2020,6,1,Diterima
985,Katina Bainbridge,Kedokteran Umum,2020,6,1,Diterima
993,Annemarie Brearley,Kedokteran Umum,2020,6,1,Diterima
1000,Debor Lyles,Kedokteran Umum,2020,6,1,Diterima
14,Marina Turk,Kedokteran Umum,2020,6,1,Diterima
32,Joana Siberry,Kedokteran Umum,2020,6,1,Diterima
40,Hallie Lintott,Kedokteran Umum,2020,6,1,Diterima
69,Carter Simonian,Kedokteran Umum,2020,6,1,Diterima
78,Ray Alvy,Kedokteran Umum,2020,6,1,Diterima
91,Brenda Bonick,Kedokteran Umum,2020,6,1,Diterima
93,Harlen Notton,Kedokteran Umum,2020,6,1,Diterima
118,Maria Sher,Kedokteran Umum,2020,6,1,Diterima
173,Tadeo Ravens,Kedokteran Umum,2020,6,1,Diterima
185,Shandra Hoggan,Kedokteran Umum,2020,6,1,Diterima
194,Debbi Durman,Kedokteran Umum,2020,6,1,Diterima
243,Collen Adamovitch,Kedokteran Umum,2020,6,1,Diterima
298,Calvin Osbourn,Kedokteran Umum,2020,6,1,Diterima
315,Rafi Elvy,Kedokteran Umum,2020,6,1,Diterima
351,Sherlock Withrop,Kedokteran Umum,2020,6,1,Diterima
359,Cassandra Southan,Kedokteran Umum,2020,6,1,Diterima
376,Lorry Lettice,Kedokteran Umum,2020,6,1,Diterima
377,Dorothee Unger,Kedokteran Umum,2020,6,1,Diterima
391,Waneta Blaxlande,Kedokteran Umum,2020,6,1,Diterima
399,Malcolm Rangell,Kedokteran Umum,2020,6,1,Diterima
405,Lambert Slyde,Kedokteran Umum,2020,6,1,Diterima
411,Shaun Goodyear,Kedokteran Umum,2020,6,1,Diterima
437,Heida Isitt,Kedokteran Umum,2020,6,1,Diterima
459,Cecile Joseland,Kedokteran Umum,2020,6,1,Diterima
475,Cordell Gerrietz,Kedokteran Umum,2020,6,1,Diterima
476,Opaline Bathurst,Kedokteran Umum,2020,6,1,Diterima
478,Fannie Spini,Kedokteran Umum,2020,6,1,Diterima
479,Murielle Cornelisse,Kedokteran Umum,2020,6,1,Diterima
866,Wallie Record,Kimia,2020,6,1,Diterima
955,Stevie Raysdale,Kimia,2020,6,1,Diterima
999,Alie Tapping,Kimia,2020,6,1,Diterima
7,Egon Osbourn,Kimia,2020,6,1,Diterima
30,Forest Simioli,Kimia,2020,6,1,Diterima
46,Lil Nellen,Kimia,2020,6,1,Diterima
47,Faye Brodhead,Kimia,2020,6,1,Diterima
58,Page Ivanchov,Kimia,2020,6,1,Diterima
61,Helyn Lebrun,Kimia,2020,6,1,Diterima
63,Bobinette Raigatt,Kimia,2020,6,1,Diterima
75,Pasquale Pavyer,Kimia,2020,6,1,Diterima
87,Tasha Balk,Kimia,2020,6,1,Diterima
89,Emyle Cholerton,Kimia,2020,6,1,Diterima
112,Kennett Fealey,Kimia,2020,6,1,Diterima
122,Sybilla Ferschke,Kimia,2020,6,1,Diterima
140,Gene Kemwall,Kimia,2020,6,1,Diterima
147,Brucie Conen,Kimia,2020,6,1,Diterima
149,Adrienne Torre,Kimia,2020,6,1,Diterima
153,Arlena Walch,Kimia,2020,6,1,Diterima
160,Karim Padrick,Kimia,2020,6,1,Diterima
188,Irina Vasenkov,Kimia,2020,6,1,Diterima
210,Jesus Yitzhak,Kimia,2020,6,1,Diterima
216,Myrwyn Drinkel,Kimia,2020,6,1,Diterima
256,Sheffy Matoshin,Kimia,2020,6,1,Diterima
282,Amie Greep,Kimia,2020,6,1,Diterima
306,Ludovika Koenen,Kimia,2020,6,1,Diterima
319,Cob Stile,Kimia,2020,6,1,Diterima
334,Andreas Olliver,Kimia,2020,6,1,Diterima
379,Bellina Syddie,Kimia,2020,6,1,Diterima
381,Bailie McCathie,Kimia,2020,6,1,Diterima
409,Brnaba Brixey,Kimia,2020,6,1,Diterima
416,Dov Hawse,Kimia,2020,6,1,Diterima
452,Bethena Ormesher,Kimia,2020,6,1,Diterima
457,Odell Gerrels,Kimia,2020,6,1,Diterima
507,Meyer Eakle,Kimia,2020,6,1,Diterima
532,Montague Mansion,Kimia,2020,6,1,Diterima
535,Venita O'Lunney,Kimia,2020,6,1,Diterima
552,Jeniece Sabate,Kimia,2020,6,1,Diterima
564,Cassandry Shugg,Kimia,2020,6,1,Diterima
588,Carleton Maycock,Kimia,2020,6,1,Diterima
626,Kassi Lillegard,Kimia,2020,6,1,Diterima
631,Bren Jonson,Kimia,2020,6,1,Diterima
638,Crysta Myott,Kimia,2020,6,1,Diterima
667,Joli Scallan,Kimia,2020,6,1,Diterima
680,Charles Jonuzi,Kimia,2020,6,1,Diterima
682,Constantino Tuckwood,Kimia,2020,6,1,Diterima
705,Geoff Connealy,Kimia,2020,6,1,Diterima
725,Helli Blacklawe,Kimia,2020,6,1,Diterima
737,Truman Durnin,Kimia,2020,6,1,Diterima
764,Hervey Snodin,Kimia,2020,6,1,Diterima
782,Umberto Slaght,Kimia,2020,6,1,Diterima
791,Ilyse Munt,Kimia,2020,6,1,Diterima
805,Washington Shoorbrooke,Kimia,2020,6,1,Diterima
904,Kimberly Blaxter,Kimia,2020,6,1,Diterima
813,Gabie Andriulis,Kimia,2020,6,1,Diterima
909,Carissa Parkyn,Kimia,2020,6,1,Diterima
839,Ricard Giovannelli,Kimia,2020,6,1,Diterima
921,Johnette Signorelli,Kimia,2020,6,1,Diterima
969,Rufe Whittlesey,Manajemen,2020,6,1,Diterima
989,Shamus Luna,Manajemen,2020,6,1,Diterima
2,Tully Rigler,Manajemen,2020,6,1,Diterima
28,Verge Pitkeathley,Manajemen,2020,6,1,Diterima
33,Ellerey Cleife,Manajemen,2020,6,1,Diterima
38,Millisent Eagger,Manajemen,2020,6,1,Diterima
74,Davy Pochet,Manajemen,2020,6,1,Diterima
94,Felicia Nudds,Manajemen,2020,6,1,Diterima
96,Lowell Wyer,Manajemen,2020,6,1,Diterima
101,Sam Everall,Manajemen,2020,6,1,Diterima
102,Philipa Clara,Manajemen,2020,6,1,Diterima
111,Giovanni Baldry,Manajemen,2020,6,1,Diterima
126,Gerta Kellegher,Manajemen,2020,6,1,Diterima
142,Dacy Pauncefoot,Manajemen,2020,6,1,Diterima
165,Milka Villa,Manajemen,2020,6,1,Diterima
171,Cassondra Kerry,Manajemen,2020,6,1,Diterima
177,Victoir Averall,Manajemen,2020,6,1,Diterima
189,Davin Gissop,Manajemen,2020,6,1,Diterima
198,Shoshanna Mulliner,Manajemen,2020,6,1,Diterima
212,Maudie Tilford,Manajemen,2020,6,1,Diterima
220,Nerissa Guerrero,Manajemen,2020,6,1,Diterima
222,Larine Tabourin,Manajemen,2020,6,1,Diterima
225,Gena Furnival,Manajemen,2020,6,1,Diterima
263,Britta Clemenzi,Manajemen,2020,6,1,Diterima
266,Tobias Cleve,Manajemen,2020,6,1,Diterima
273,Lynnell Imlen,Manajemen,2020,6,1,Diterima
294,Fawne Imos,Manajemen,2020,6,1,Diterima
295,Frasier MacCoughan,Manajemen,2020,6,1,Diterima
310,Jamil Bagshawe,Manajemen,2020,6,1,Diterima
317,Meggi Darrigrand,Manajemen,2020,6,1,Diterima
336,Raddie Enterlein,Manajemen,2020,6,1,Diterima
345,Ursola De Cruce,Manajemen,2020,6,1,Diterima
355,Candide Maffioletti,Manajemen,2020,6,1,Diterima
371,Nelle Turvie,Manajemen,2020,6,1,Diterima
372,Ilene Coopland,Manajemen,2020,6,1,Diterima
385,Britteny Unstead,Manajemen,2020,6,1,Diterima
387,Wrennie De Souza,Manajemen,2020,6,1,Diterima
442,Wilburt Gammack,Manajemen,2020,6,1,Diterima
462,Idalina Denk,Manajemen,2020,6,1,Diterima
481,Verine Pleuman,Manajemen,2020,6,1,Diterima
499,Guinevere Sprankling,Manajemen,2020,6,1,Diterima
509,Jeremie Lundbech,Manajemen,2020,6,1,Diterima
526,Shellie Jennens,Manajemen,2020,6,1,Diterima
578,Adria Malinowski,Manajemen,2020,6,1,Diterima
580,Ax Allchorn,Manajemen,2020,6,1,Diterima
635,Boyd Eye,Manajemen,2020,6,1,Diterima
648,Jemimah Osanne,Manajemen,2020,6,1,Diterima
660,Fanechka Christophers,Manajemen,2020,6,1,Diterima
668,Shena Dougher,Manajemen,2020,6,1,Diterima
702,Selie Parton,Manajemen,2020,6,1,Diterima
718,Edeline Dooney,Manajemen,2020,6,1,Diterima
739,Pennie Rule,Manajemen,2020,6,1,Diterima
740,Fanni Hollingshead,Manajemen,2020,6,1,Diterima
800,Mathilda Jochanany,Manajemen,2020,6,1,Diterima
809,Amie Ibbeson,Manajemen,2020,6,1,Diterima
812,Hillel Videan,Manajemen,2020,6,1,Diterima
822,Mar Lipscomb,Manajemen,2020,6,1,Diterima
827,Dinnie Lortzing,Manajemen,2020,6,1,Diterima
840,Niko Gietz,Manajemen,2020,6,1,Diterima
899,Donielle Spur,Manajemen,2020,6,1,Diterima
913,Felipa Leonard,Manajemen,2020,6,1,Diterima
914,Briggs Mabone,Manajemen,2020,6,1,Diterima
964,Gisele Etherton,Manajemen,2020,6,1,Diterima
967,Hube Lackmann,Manajemen,2020,6,1,Diterima
20,Demetrius Firth,Teknik Elektro,2020,6,1,Diterima
42,Herculie Eric,Teknik Elektro,2020,6,1,Diterima
100,Babb Testin,Teknik Elektro,2020,6,1,Diterima
169,Zarah Maruska,Teknik Elektro,2020,6,1,Diterima
219,Jobi Scobbie,Teknik Elektro,2020,6,1,Diterima
223,Cherye Aupol,Teknik Elektro,2020,6,1,Diterima
245,Donny Elfitt,Teknik Elektro,2020,6,1,Diterima
258,Minnnie Curless,Teknik Elektro,2020,6,1,Diterima
392,Bibi Dowyer,Teknik Elektro,2020,6,1,Diterima
427,Artair Baugham,Teknik Elektro,2020,6,1,Diterima
434,Maxim Tortoishell,Teknik Elektro,2020,6,1,Diterima
436,Tracie Redmire,Teknik Elektro,2020,6,1,Diterima
470,Tootsie Weddup,Teknik Elektro,2020,6,1,Diterima
473,Brita Hannond,Teknik Elektro,2020,6,1,Diterima
480,Maggie Long,Teknik Elektro,2020,6,1,Diterima
508,Ike Brewitt,Teknik Elektro,2020,6,1,Diterima
546,Delila Kenington,Teknik Elektro,2020,6,1,Diterima
569,Adela MacNeachtain,Teknik Elektro,2020,6,1,Diterima
605,Tome Janus,Teknik Elektro,2020,6,1,Diterima
614,Megan Fenech,Teknik Elektro,2020,6,1,Diterima
621,Anestassia McEntegart,Teknik Elektro,2020,6,1,Diterima
627,Genovera Smallshaw,Teknik Elektro,2020,6,1,Diterima
654,Rudolph Duffil,Teknik Elektro,2020,6,1,Diterima
683,Emlynne Bywaters,Teknik Elektro,2020,6,1,Diterima
700,Dennet Etheridge,Teknik Elektro,2020,6,1,Diterima
723,Papagena Fortune,Teknik Elektro,2020,6,1,Diterima
728,Goddard Engall,Teknik Elektro,2020,6,1,Diterima
729,Megan Grinishin,Teknik Elektro,2020,6,1,Diterima
732,Dixie Pude,Teknik Elektro,2020,6,1,Diterima
749,Gibbie Wagge,Teknik Elektro,2020,6,1,Diterima
763,Prinz Pendrigh,Teknik Elektro,2020,6,1,Diterima
770,Karola Fierro,Teknik Elektro,2020,6,1,Diterima
772,Gustave Borchardt,Teknik Elektro,2020,6,1,Diterima
790,Bunni Langmuir,Teknik Elektro,2020,6,1,Diterima
803,Tansy Tellesson,Teknik Elektro,2020,6,1,Diterima
814,Yancy Keigher,Teknik Elektro,2020,6,1,Diterima
856,Bard Pieroni,Teknik Elektro,2020,6,1,Diterima
873,Robby O' Mullan,Teknik Elektro,2020,6,1,Diterima
876,Cristobal Olkowicz,Teknik Elektro,2020,6,1,Diterima
882,Amii Payle,Teknik Elektro,2020,6,1,Diterima
887,Shane Nancekivell,Teknik Elektro,2020,6,1,Diterima
895,Ki Hallgate,Teknik Elektro,2020,6,1,Diterima
917,Romonda O'Shiels,Teknik Elektro,2020,6,1,Diterima
926,Tandi Le Marchant,Teknik Elektro,2020,6,1,Diterima
928,Ardeen Goady,Teknik Elektro,2020,6,1,Diterima
971,Fidel Dearnaley,Teknik Elektro,2020,6,1,Diterima
976,Mattias Scholey,Teknik Elektro,2020,6,1,Diterima
979,Karalee Fillary,Teknik Elektro,2020,6,1,Diterima
398,Peyter Gaven,Teknik Mesin,2020,6,1,Diterima
403,Pru Cazereau,Teknik Mesin,2020,6,1,Diterima
407,Bronny Cogzell,Teknik Mesin,2020,6,1,Diterima
423,Flossie Dossett,Teknik Mesin,2020,6,1,Diterima
438,Tiphani Fairburne,Teknik Mesin,2020,6,1,Diterima
440,Leo Mintoft,Teknik Mesin,2020,6,1,Diterima
444,Lizbeth Trimby,Teknik Mesin,2020,6,1,Diterima
458,Tabbitha Meineck,Teknik Mesin,2020,6,1,Diterima
463,Sapphira Blackburn,Teknik Mesin,2020,6,1,Diterima
474,Darline Vina,Teknik Mesin,2020,6,1,Diterima
495,Euell Busch,Teknik Mesin,2020,6,1,Diterima
505,Clementia Sulter,Teknik Mesin,2020,6,1,Diterima
531,Bartholomeus Gamlyn,Teknik Mesin,2020,6,1,Diterima
549,Sidonia Trusty,Teknik Mesin,2020,6,1,Diterima
550,Wilfred Easby,Teknik Mesin,2020,6,1,Diterima
570,Skipton Anton,Teknik Mesin,2020,6,1,Diterima
592,Wilfred Powney,Teknik Mesin,2020,6,1,Diterima
597,Midge Coolbear,Teknik Mesin,2020,6,1,Diterima
609,Dayna Bracknell,Teknik Mesin,2020,6,1,Diterima
612,Rosene Kirsopp,Teknik Mesin,2020,6,1,Diterima
613,Dorella Binnall,Teknik Mesin,2020,6,1,Diterima
630,Erl Suller,Teknik Mesin,2020,6,1,Diterima
655,Cordelia Glasson,Teknik Mesin,2020,6,1,Diterima
657,Derk Addenbrooke,Teknik Mesin,2020,6,1,Diterima
724,Catherin Tittletross,Teknik Mesin,2020,6,1,Diterima
735,Hanna Bouda,Teknik Mesin,2020,6,1,Diterima
759,Byram Obal,Teknik Mesin,2020,6,1,Diterima
762,Kurtis Delahunty,Teknik Mesin,2020,6,1,Diterima
824,Wilton Chipman,Teknik Mesin,2020,6,1,Diterima
834,Renee de Grey,Teknik Mesin,2020,6,1,Diterima
855,Jamil Grigolon,Teknik Mesin,2020,6,1,Diterima
859,Marice Claffey,Teknik Mesin,2020,6,1,Diterima
897,Kennie De Bellis,Teknik Mesin,2020,6,1,Diterima
901,Adda Grimwood,Teknik Mesin,2020,6,1,Diterima
910,Tull Dunbobin,Teknik Mesin,2020,6,1,Diterima
924,Vonni Banasiak,Teknik Mesin,2020,6,1,Diterima
927,Rhianon Barstow,Teknik Mesin,2020,6,1,Diterima
948,Heywood Emblin,Teknik Mesin,2020,6,1,Diterima
951,Dawna Antonacci,Teknik Mesin,2020,6,1,Diterima
981,Matthiew Gillooly,Teknik Mesin,2020,6,1,Diterima
13,Jonathon McVeagh,Teknik Mesin,2020,6,1,Diterima
16,Randell Matyushonok,Teknik Mesin,2020,6,1,Diterima
23,Arlinda Beckers,Teknik Mesin,2020,6,1,Diterima
41,Nikita Blethin,Teknik Mesin,2020,6,1,Diterima
114,Edd Szymanski,Teknik Mesin,2020,6,1,Diterima
127,Grace Hallstone,Teknik Mesin,2020,6,1,Diterima
174,Guntar Tremelling,Teknik Mesin,2020,6,1,Diterima
179,Deedee Madgett,Teknik Mesin,2020,6,1,Diterima
229,Felipe Sherrock,Teknik Mesin,2020,6,1,Diterima
281,Vannie Broschke,Teknik Mesin,2020,6,1,Diterima
308,Gill Eilles,Teknik Mesin,2020,6,1,Diterima
382,Bobbye Rocca,Teknik Mesin,2020,6,1,Diterima
517,Griffin Ferreri,Teknik Sipil,2020,6,1,Diterima
527,Shirlee Urling,Teknik Sipil,2020,6,1,Diterima
551,Raphaela Spread,Teknik Sipil,2020,6,1,Diterima
553,Gerianne Pedroli,Teknik Sipil,2020,6,1,Diterima
587,Carly Lockyear,Teknik Sipil,2020,6,1,Diterima
598,Robb Rigglesford,Teknik Sipil,2020,6,1,Diterima
599,Dorothee Garrity,Teknik Sipil,2020,6,1,Diterima
617,Frannie Sapson,Teknik Sipil,2020,6,1,Diterima
624,Avery Kitchingman,Teknik Sipil,2020,6,1,Diterima
643,Cory Fantonetti,Teknik Sipil,2020,6,1,Diterima
675,Alisander Conring,Teknik Sipil,2020,6,1,Diterima
697,Emmalynne Inchan,Teknik Sipil,2020,6,1,Diterima
704,Franklyn Carles,Teknik Sipil,2020,6,1,Diterima
716,Sara Gadsden,Teknik Sipil,2020,6,1,Diterima
